name,address,specialty
茂盛醫院,臺中市北屯區昌平路一段30-6號（1樓至4樓）,"家庭醫學科,外科,兒科,婦產科,皮膚科,麻醉科,放射診斷科,放射腫瘤科,"
黑傑克整形外科診所,臺中市北屯區崇德路二段128號3樓之1、之2、之3、之5,"整形外科,"
君綺美形診所,臺中市北屯區文心路四段876號1、2、3、4樓,"整形外科,"
麗安皮膚科診所,臺南市新營區大宏里三民路76-11、12號1、2樓,"皮膚科,"
柚欣尚水健康美學診所,臺南市麻豆區東角里興中路171-1號1-2樓,"整形外科,"
台灣基督長老教會新樓醫療財團法人麻豆新樓醫院,臺南市麻豆區麻佳路一段207號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
涂尚言皮膚科診所,臺南市佳里區六安里延平路401號,"皮膚科,"
奇美醫療財團法人佳里奇美醫院,臺南市佳里區佳興里佳里興606號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,眼科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
奇美醫療財團法人柳營奇美醫院,臺南市柳營區太康里201號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
慈雲診所,臺南市永康區大灣里大灣路一八八號,"內科,皮膚科,"
奇美醫療財團法人奇美醫院,臺南市永康區中華路901號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
台南市立醫院(委託秀傳醫療社團法人經營),臺南市東區崇德路670號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
首璽格爾整形外科診所,臺南市東區裕聖里裕義路676號1-2樓,"整形外科,"
台灣基督長老教會新樓醫療財團法人台南新樓醫院,臺南市東區東門路1段57號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
杰美學診所,臺南市東區龍山里林森路一段360號1、2樓,"外科,整形外科,"
蔡皮膚科泌尿科診所,臺南市東區大福里大同路2段２５３號,"泌尿科,皮膚科,"
康錦華皮膚專科診所,臺南市東區東明里怡東路72巷2號1樓,"皮膚科,"
城東整形外科診所,臺南市東區富強里中華東路二段226巷27弄15號1樓,"整形外科,"
東寧愛爾麗整形外科診所,臺南市東區東光里東寧路156號2樓,"整形外科,"
達文西整形外科診所,臺南市東區小東里小東路138號2樓,"整形外科,"
凡登整形外科診所,臺南市東區中西里長榮路二段70號1樓,"麻醉科,整形外科,西醫一般科,"
林俞志皮膚科診所,臺南市東區龍山里長榮路1段188號1樓,"皮膚科,"
元和雅醫美診所,臺南市南區新興里健康路二段123號1、2、3樓,"整形外科,"
曾炳榮皮膚科診所,臺南市中西區小西里府前路１段３３７號,"皮膚科,"
中正伊美時尚診所,臺南市中西區中正路162號1、2樓,"麻醉科,整形外科,西醫一般科,"
健全曼哈頓醫美診所,臺南市中西區法華里大同路一段180號2-4樓,"整形外科,"
楊振整形外科診所,臺南市中西區青年里中山路28號1、2樓,"整形外科,"
衛生福利部臺南醫院,臺南市中西區中山路125號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
李宗瀚整形外科診所,臺南市中西區郡王里府前路１段165號2~3樓,"整形外科,"
郭綜合醫院,臺南市中西區民生路2段6.8.10.12.14.18.20.22.23.24.25.27.44號及40、42號1、2樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,職業醫學科,"
非凡尚水整形外科診所,臺南市中西區法華里健康路一段42號1、2樓,"整形外科,"
高惠峯皮膚科診所,臺南市中西區法華里府連路41號1、2樓,"皮膚科,"
林炳煌皮膚科診所,臺南市北區和順里西門路３段159號13樓－2,"皮膚科,"
國立成功大學醫學院附設醫院,臺南市北區勝利路１３８號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
臺南市立安南醫院-委託中國醫藥大學興建經營,臺南市安南區長和路二段66號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
文華尚水整形外科診所,臺南市安平區國平里永華七街17號1樓,"整形外科,西醫一般科,"
文華耳鼻喉科診所,高雄市鳳山區文化路117號1樓,"耳鼻喉科,皮膚科,"
財團法人私立高雄醫學大學附設高醫岡山醫院,高雄市岡山區捷安路8號地下3樓至2樓、6樓及10樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,職業醫學科,中醫一般科,"
國軍高雄總醫院岡山分院附設民眾診療服務處,高雄市岡山區大義二路１號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,精神科,復健科,麻醉科,放射診斷科,整形外科,牙醫一般科,"
衛生福利部旗山醫院,高雄市旗山區中學路６０號、東新街25巷8號1-2樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,牙醫一般科,中醫一般科,"
建佑醫院,高雄市林園區東林西路358號1樓-4樓、360號地下1樓-5樓、362號地下1樓-7樓、364巷10號地下1樓-6樓、364巷10之1號1樓-3樓、364巷10之2號1樓-4樓、399號1樓-4樓及407巷7號1樓-3樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,整形外科,牙醫一般科,"
雅柏診所,高雄市鳥松區大華里本館路331號1樓(含夾層),"整形外科,"
長庚醫療財團法人高雄長庚紀念醫院,高雄市鳥松區大埤路１２３號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
義大醫療財團法人義大醫院,高雄市燕巢區角宿里義大路1號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
義大醫療財團法人義大癌治療醫院,高雄市燕巢區角宿里義大路21號B2-10F,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
美真集整形外科診所,高雄市鼓山區明倫路490號1〜4樓,"整形外科,"
美塑館整形外科診所,高雄市鼓山區龍勝路8號2樓,"整形外科,"
首璽格爾整形外科診所,高雄市鼓山區裕誠路2038號1樓、2040號1〜2樓,"整形外科,"
群英整形外科診所,高雄市鼓山區明誠三路681號1樓,"整形外科,"
頤森美學診所,高雄市鼓山區美術館路287號1樓,"整形外科,"
風華御髮植髮診所,高雄市鼓山區文信路234號2樓,"整形外科,"
媛和美整形外科診所,高雄市鼓山區大順一路863號1樓,"整形外科,"
陽明醫美整形外科診所,高雄市鼓山區明誠三路657號1樓,"整形外科,"
高雄市立聯合醫院,高雄市鼓山區中華一路976號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
馨蕙馨醫院,高雄市左營區明誠二路五四一號,"家庭醫學科,內科,外科,婦產科,眼科,麻醉科,放射診斷科,整形外科,牙醫一般科,"
米蘭時尚診所,高雄市左營區華夏路1075號1、2樓,"整形外科,"
雅典娜整形外科診所,高雄市左營區博愛三路10號1+2樓,"麻醉科,整形外科,"
博田國際醫院,高雄市左營區博愛二路100號,"家庭醫學科,內科,外科,骨科,神經科,神經外科,泌尿科,眼科,皮膚科,復健科,麻醉科,放射診斷科,整形外科,中醫一般科,"
高雄榮民總醫院,高雄市左營區大中一路３８６號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
國軍左營總醫院附設民眾診療服務處,高雄市左營區軍校路５５３號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
巨蛋時尚假期整形醫美診所,"高雄市左營區博愛二路420號1,2F","整形外科,"
郭獻智皮膚科診所,高雄市楠梓區後昌路１４７號,"皮膚科,"
右昌聯合醫院,高雄市楠梓區軍校路930號B1-11F,"家庭醫學科,內科,外科,骨科,泌尿科,耳鼻喉科,復健科,麻醉科,放射診斷科,整形外科,牙醫一般科,"
吳傳壽整形外科診所,高雄市三民區中華二路306號1-3樓,"整形外科,"
財團法人私立高雄醫學大學附設中和紀念醫院,高雄市三民區十全一路100號及新興區中山一路36號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
湯崇彥整形外科診所,高雄市三民區十全一路466號1樓、2樓,"整形外科,"
順安內科兒科診所,高雄市三民區自強一路２２９號,"內科,整形外科,"
蔡志成整形外科診所,高雄市三民區民族一路509號一樓二樓,"整形外科,"
義大醫療財團法人義大大昌醫院,高雄市三民區大昌一路305號地下3樓至地上10樓、307號地上1樓、309號地下1樓至地上3樓、309號地上6樓至地上10樓及311號地下1樓至地上1樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
邱育德整形外科診所,高雄市新興區中山一路２３８號一樓二樓三樓,"整形外科,"
江禎平整形外科診所,高雄市新興區七賢一路457號二樓,"整形外科,"
美博仕診所,高雄市新興區八德一路311號1樓2樓3樓,"整形外科,"
白璧美學整形外科診所,高雄市新興區大同一路185號一樓二樓,"整形外科,"
林才民整形外科診所,高雄市前金區自強二路172號2樓之1、170號4樓之2,"整形外科,"
高雄市立大同醫院(委託財團法人私立高雄醫學大學經營),高雄市前金區中華三路68號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
婡醫佳人整形診所,高雄市前金區市中一路282號1~5樓,"整形外科,"
阮綜合醫療社團法人阮綜合醫院,高雄市苓雅區成功一路156號1-3樓及162號B1-10樓.四維四路136號B4-12樓.166號B2-13樓.永昌街49號1-6樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
國軍高雄總醫院附設民眾診療服務處,高雄市苓雅區建軍路５號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
曹賜斌整形外科診所,高雄市苓雅區建國ㄧ路９０號４樓,"整形外科,"
高雄市立民生醫院,高雄市苓雅區凱旋二路134號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,職業醫學科,牙醫一般科,"
巧天工整形外科診所,高雄市苓雅區永定街62號1樓,"整形外科,"
徐永昌整形外科診所,高雄市苓雅區中山二路412號２樓,"整形外科,"
美莉整形診所,高雄市苓雅區正義路263號1、2、3樓,"整形外科,"
信義醫療財團法人高雄基督教醫院,高雄市苓雅區華新街８６號,"家庭醫學科,內科,眼科,皮膚科,復健科,"
高雄綺色佳整形外科醫美診所,高雄市苓雅區華堂里永樂街112號1樓、2樓,"整形外科,"
豐髮診所,高雄市前鎮區民權二路428號2樓,"整形外科,"
安泰醫院,高雄市小港區學府路111號,"內科,外科,骨科,神經科,復健科,麻醉科,放射診斷科,整形外科,"
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),高雄市小港區山明里山明路482號B1-10樓、宏光街289號B3-10樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,職業醫學科,牙醫一般科,"
醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,基隆市暖暖區源遠路２９號,"家庭醫學科,內科,外科,骨科,神經科,泌尿科,皮膚科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,"
妮可美麗整形外科診所,基隆市仁愛區仁一路257號2樓,"整形外科,"
長庚醫療財團法人基隆長庚紀念醫院,基隆市安樂區麥金路222號(行政院區麥金路201號),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
衛生福利部基隆醫院,基隆市信義區信二路２６８號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,牙醫一般科,中醫一般科,"
國泰醫療財團法人新竹國泰綜合醫院,新竹市東區福德里中華路二段六七八號及六七八號之一,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,牙醫一般科,"
台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,新竹市東區光復里光復路二段690號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,西醫一般科,牙醫一般科,"
新竹市立馬偕兒童醫院(委託台灣基督長老教會馬偕醫療財團法人興建經營),新竹市東區建功里建功二路28號,"外科,兒科,婦產科,骨科,神經外科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,牙醫一般科,"
羅啟華整形外科診所,新竹市東區三民里民族路99號,"整形外科,"
南門綜合醫院,新竹市東區成功里林森路20號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,復健科,麻醉科,放射診斷科,急診醫學科,整形外科,職業醫學科,牙醫一般科,"
國立臺灣大學醫學院附設醫院新竹臺大分院新竹醫院,新竹市北區金華里經國路一段442巷25號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
國軍桃園總醫院新竹分院附設民眾診療服務處,新竹市北區武陵路3號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,牙醫一般科,中醫一般科,"
陽明醫院,嘉義市東區吳鳳北路252號,"家庭醫學科,內科,外科,婦產科,骨科,神經科,神經外科,泌尿科,皮膚科,精神科,復健科,麻醉科,放射診斷科,急診醫學科,牙醫一般科,"
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市東區短竹里大雅路二段565號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,職業醫學科,牙醫一般科,中醫一般科,"
戴德森醫療財團法人嘉義基督教醫院,嘉義市東區中庄里忠孝路539號；東區後湖里保建街100號；東區頂庄里忠孝路642號；中庄里忠孝路539-3號；中庄里忠孝路539-1號3~7樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
極緻無雙整形外科診所,嘉義市西區林森西路257號1~2樓,"整形外科,"
臺中榮民總醫院嘉義分院,嘉義市西區劉厝里世賢路二段６００號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
光澤診所,新北市板橋區中山路1段3號5樓、5樓之1、5樓之2、5樓之3、5樓之5、6樓、6樓之1、6樓之2、6樓之3、6樓之5、6樓之6、6樓之7,"外科,整形外科,"
樂菲整形外科診所,新北市板橋區中山路一段13號3、4樓及15號3、4樓,"整形外科,"
米蘭時尚診所,新北市板橋區新府路1之5號(1樓及夾層),"整形外科,"
醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,新北市板橋區南雅南路二段21號及高爾富路300號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
呂恒明皮膚科診所,新北市三重區三和路二段一七八號,"皮膚科,"
新北市立聯合醫院,新北市三重區新北大道1段3號、3之1號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,中醫一般科,"
吉田診所,新北市三重區中正北路１７４之７號,"耳鼻喉科,皮膚科,"
上立皮膚科診所,新北市永和區中山路一段75號1、2樓,"皮膚科,"
天主教耕莘醫療財團法人永和耕莘醫院,新北市永和區中興街80號地下1樓至地上6樓及國光路123號地下3樓至地上11樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,解剖病理科,急診醫學科,職業醫學科,牙醫一般科,中醫一般科,"
衛生福利部雙和醫院(委託臺北醫學大學興建經營),新北市中和區中正路291號醫療大樓地下2層至地上12層、中和區圓通路301號教學研究大樓及生醫科技大樓2幢,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
采風美學診所,新北市中和區景平路383之5號1樓,"皮膚科,"
中和容光皮膚專科診所,"新北市中和區景新街452號(1,2樓)","耳鼻喉科,皮膚科,"
天主教耕莘醫療財團法人耕莘醫院,新北市新店區中正路362號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
101SKIN晶漾診所,新北市新店區北新路三段145號3樓,"皮膚科,"
品川診所,新北市新店區北新路三段136號1樓,"皮膚科,"
佛教慈濟醫療財團法人台北慈濟醫院,新北市新店區建國路277號地上1、3、4樓及289號地下1至3樓至地上1至15樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
衛生福利部臺北醫院,新北市新莊區思源路127號、長青街6號2樓、3樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
信賴皮膚專科診所,新北市新莊區幸福路52號1樓,"皮膚科,"
三峽光澤診所,新北市三峽區大學路100號1樓、2樓,"整形外科,"
行天宮醫療志業醫療財團法人恩主公醫院,新北市三峽區復興路399號、中山路198、258號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,新北市淡水區民生路四十五號、民權路47號B1~11樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
得美皮膚專科診所,新北市汐止區忠孝東路427號1樓,"皮膚科,"
國泰醫療財團法人汐止國泰綜合醫院,新北市汐止區建成路59巷2號地下4樓至地上12樓,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,牙醫一般科,"
新北市立土城醫院(委託長庚醫療財團法人興建經營),新北市土城區金城路二段6號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,牙醫一般科,中醫一般科,"
輔仁大學學校財團法人輔仁大學附設醫院,新北市泰山區貴子路69號(地下4層、地上1至13層、15層),"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,"
瑪莉時尚診所,新北市林口區文化二路一段571之5號2樓,"整形外科,"
彤顏診所,新北市林口區文化二路一段170號1樓,"皮膚科,"
米蘭時尚診所,桃園市桃園區新埔六街85號1樓、2樓,"皮膚科,"
美加醫美診所,桃園市桃園區同德二街131號2樓,"整形外科,"
桃園彤顏診所,桃園市桃園區中正路985號1樓,"皮膚科,"
敏盛綜合醫院,桃園市桃園區經國路168號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,"
全方位美學醫美診所,桃園市桃園區復興路57號2樓、59號1樓及2樓,"整形外科,"
白皮膚科診所,桃園市桃園區文化街5號1樓,"皮膚科,"
彫顏整形外科診所,桃園市桃園區永安路219號2樓,"整形外科,"
金芝妍醫美診所,桃園市桃園區同德六街77號2樓,"整形外科,"
邱建中皮膚科診所,桃園市桃園區博愛路47號1樓,"皮膚科,"
瑞倍佳整形外科診所,桃園市桃園區中正路1121號3樓,"整形外科,"
阡仁整型外科診所,桃園市桃園區中正路620號1樓,"整形外科,"
采欣診所,桃園市桃園區南平路332號2樓,"整形外科,"
衛生福利部桃園醫院,桃園市桃園區中山路1492號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,"
陽光燦亮診所,桃園市桃園區三民路三段120號1樓,"整形外科,"
晶華醫美診所,桃園市桃園區藝文1街26號1樓及2樓,"外科,整形外科,"
風華御髮植髮診所,桃園市桃園區中正路271號3樓,"整形外科,"
風華桃園整形外科診所,桃園市桃園區中正路273號4樓,"整形外科,"
安娜貝爾整形外科診所,桃園市中壢區民權路356及358號,"整形外科,"
用心聯合診所,桃園市中壢區復興路４３號1樓2樓3樓,"眼科,皮膚科,"
崇尚國際醫美診所,桃園市中壢區中山路185號3樓,"整形外科,"
首名整形外科診所,桃園市中壢區元化路79號,"整形外科,"
張皮膚科診所,桃園市中壢區元化路107號1樓,"皮膚科,"
彤顏診所,桃園市中壢區元化路271巷22號2、3樓及24號2、3樓,"皮膚科,整形外科,"
